-23.308,11.093
-23.302,11.113
-23.28,11.158
-23.185,11.102
-23.191,11.089
-23.17,11.131
-23.164,11.143
-23.231,11.243
-23.219,11.264
-23.219,11.27
-23.091,11.303
-23.092,11.3
-23.203,11.3
-23.16,11.382
-23.161,11.379
-23.067,11.354
-23.158,11.387
-23.05,11.391
-23.109,11.491
-23.101,11.496
-23.015,11.464
-22.992,11.508
-22.98,11.532
-22.977,11.538
-23.04,11.63
-23.047,11.616
-23.057,11.588
-23.01,11.69
-22.933,11.62
-23.012,11.685
-22.894,11.695
-22.9,11.684
-22.972,11.766
-22.89,11.702
-22.871,11.736
-22.922,11.866
-22.935,11.842
-22.923,11.866
-22.907,11.891
-22.793,11.884
-22.904,11.906
-22.779,11.912
-22.782,11.906
-22.783,11.904
-22.748,11.971
-22.851,12.012
-22.843,12.022
-22.838,12.034
-22.795,12.109
-22.692,12.075
-22.686,12.091
-22.675,12.11
-22.759,12.183
-22.669,12.121
-22.749,12.194
-22.714,12.25
-22.631,12.187
-22.609,12.222
-22.675,12.309
-22.686,12.307
-22.675,12.312
-22.653,12.345
-22.638,12.367
-22.543,12.334
-22.623,12.378
-22.528,12.362
-22.519,12.377
-22.565,12.493
-22.492,12.423
-22.56,12.527
-22.535,12.558
-22.541,12.544
-22.438,12.518
-22.493,12.649
-22.525,12.577
-22.501,12.639
-22.383,12.621
-22.477,12.68
-22.469,12.715
-22.368,12.65
-22.349,12.685
-22.452,12.734
-22.335,12.714
-22.43,12.775
-22.397,12.847
-22.281,12.82
-22.37,12.882
-22.313,12.757
-22.28,12.824
-22.257,12.865
-22.355,12.912
-22.245,12.892
-22.23,12.921
-22.208,12.957
-22.305,12.996
-22.185,12.993
-22.264,13.047
-22.248,13.067
-22.24,13.084
-22.131,13.091
-22.134,13.082
-22.193,13.155
-22.192,13.163
-22.165,13.189
-22.146,13.232
-22.129,13.247
-22.129,13.249
-22.131,13.255
-22.049,13.226
-22.088,13.325
-22.025,13.271
-21.988,13.334
-21.993,13.325
-21.988,13.333
-21.976,13.359
-22.041,13.398
-21.945,13.406
-21.995,13.489
-21.998,13.467
-21.903,13.476
-21.945,13.562
-21.943,13.563
-21.939,13.568
-21.855,13.547
-21.911,13.629
-21.818,13.603
-21.912,13.629
-21.835,13.577
-21.79,13.645
-21.852,13.726
-21.759,13.691
-21.825,13.771
-21.719,13.749
-21.833,13.749
-21.716,13.756
-21.799,13.8
-21.766,13.856
-21.697,13.782
-21.76,13.868
-21.723,13.931
-21.713,13.963
-21.711,13.959
-21.69,13.982
-21.613,13.906
-21.576,13.961
-21.647,14.062
-21.556,13.986
-21.577,13.959
-21.52,14.039
-21.525,14.032
-21.492,14.08
-21.604,14.133
-21.596,14.143
-21.435,14.162
-21.551,14.211
-21.535,14.238
-21.434,14.164
-21.532,14.236
-21.516,14.275
-21.449,14.368
-21.388,14.233
-21.477,14.325
-21.465,14.339
-21.442,14.378
-21.337,14.312
-21.328,14.327
-21.316,14.343
-21.412,14.422
-21.28,14.401
-21.261,14.434
-21.342,14.508
-21.245,14.46
-21.329,14.526
-21.327,14.53
-21.195,14.543
-21.208,14.518
-21.27,14.601
-21.164,14.591
-21.222,14.657
-21.196,14.695
-21.221,14.669
-21.231,14.659
-21.18,14.725
-21.091,14.706
-21.151,14.772
-21.074,14.731
-21.129,14.795
-21.109,14.84
-21.11,14.834
-21.04,14.779
-20.979,14.868
-20.978,14.87
-20.966,14.886
-21.033,14.943
-20.99,15.004
-20.943,14.916
-20.937,14.924
-20.897,14.973
-20.978,15.02
-20.882,14.992
-20.956,15.05
-20.928,15.097
-20.853,15.031
-20.898,15.138
-20.904,15.123
-20.87,15.166
-20.857,15.187
-20.82,15.241
-20.848,15.208
-20.742,15.187
-20.701,15.242
-20.73,15.204
-20.78,15.296
-20.69,15.258
-20.697,15.249
-20.701,15.244
-20.711,15.386
-20.718,15.382
-20.708,15.405
-20.605,15.377
-20.6,15.382
-20.588,15.397
-20.617,15.516
-20.614,15.526
-20.614,15.513
-20.537,15.463
-20.57,15.582
-20.497,15.512
-20.463,15.556
-20.453,15.571
-20.509,15.658
-20.509,15.662
-20.52,15.643
-20.493,15.678
-20.489,15.68
-20.481,15.699
-20.331,15.727
-20.359,15.693
-20.321,15.745
-20.329,15.733
-20.337,15.723
-20.372,15.838
-20.276,15.804
-20.332,15.878
-20.281,15.798
-20.309,15.912
-20.29,15.943
-20.215,15.882
-20.278,15.945
-20.251,15.967
-20.186,15.922
-20.242,15.995
-20.201,16.032
-20.199,16.034
-20.192,16.06
-20.101,16.044
-20.062,16.101
-20.065,16.095
-20.135,16.101
-20.05,16.117
-20.057,16.108
-20.059,16.197
-20.047,16.212
-19.98,16.205
-20.034,16.209
-20.013,16.255
-19.982,16.27
-19.936,16.269
-19.928,16.278
-19.892,16.328
-19.905,16.313
-19.901,16.383
-19.888,16.397
-19.903,16.388
-19.898,16.408
-19.849,16.467
-19.811,16.42
-19.802,16.424
-19.813,16.495
-19.741,16.497
-19.78,16.542
-19.776,16.549
-19.731,16.615
-19.752,16.57
-19.714,16.629
-19.68,16.564
-19.64,16.608
-19.603,16.644
-19.624,16.622
-19.659,16.708
-19.602,16.647
-19.569,16.679
-19.549,16.699
-19.579,16.816
-19.503,16.747
-19.584,16.811
-19.552,16.843
-19.538,16.861
-19.535,16.868
-19.423,16.831
-19.435,16.818
-19.497,16.913
-19.375,16.88
-19.481,16.936
-19.424,16.998
-19.339,16.922
-19.326,16.935
-19.309,16.954
-19.419,17.006
-19.351,17.088
-19.325,17.116
-19.237,17.036
-19.223,17.053
-19.242,17.031
-19.304,17.144
-19.213,17.064
-19.263,17.189
-19.274,17.176
-19.218,17.241
-19.215,17.246
-19.188,17.277
-19.196,17.267
-19.059,17.251
-19.066,17.24
-19.077,17.233
-19.043,17.267
-19.008,17.304
-19.033,17.281
-19.018,17.296
-19.072,17.398
-19.002,17.312
-18.963,17.351
-19.015,17.459
-18.976,17.493
-18.913,17.403
-18.95,17.516
-18.885,17.433
-18.895,17.569
-18.923,17.548
-18.895,17.559
-18.892,17.569
-18.854,17.624
-18.845,17.615
-18.756,17.563
-18.809,17.658
-18.833,17.638
-18.772,17.702
-18.674,17.649
-18.663,17.661
-18.629,17.695
-18.637,17.688
-18.719,17.756
-18.595,17.731
-18.666,17.82
-18.619,17.707
-18.582,17.743
-18.542,17.784
-18.618,17.869
-18.616,17.874
-18.556,17.932
-18.49,17.837
-18.563,17.936
-18.541,17.954
-18.52,17.969
-18.51,17.985
-18.488,18.007
-18.476,18.024
-18.322,18.01
-18.383,17.948
-18.347,17.985
-18.322,18.011
-18.398,18.108
-18.4,18.113
-18.356,18.157
-18.373,18.135
-18.236,18.102
-18.226,18.113
-18.279,18.236
-18.183,18.159
-18.166,18.174
-18.143,18.199
-18.241,18.272
-18.153,18.188
-18.13,18.21
-18.121,18.22
-18.191,18.325
-18.168,18.348
-18.179,18.339
-18.086,18.426
-18.097,18.412
-18.086,18.421
-17.998,18.338
-17.959,18.375
-17.941,18.392
-18.051,18.451
-18.023,18.476
-17.922,18.411
-17.886,18.445
-17.85,18.48
-17.93,18.56
-17.919,18.566
-17.897,18.588
-17.809,18.521
-17.897,18.593
-17.751,18.581
-17.848,18.636
-17.764,18.708
-17.783,18.693
-17.707,18.627
-17.74,18.733
-17.693,18.641
-17.761,18.724
-17.731,18.746
-17.71,18.765
-17.624,18.714
-17.586,18.753
-17.606,18.733
-17.602,18.739
-17.636,18.83
-17.601,18.856
-17.572,18.884
-17.488,18.851
-17.496,18.844
-17.511,18.945
-17.444,18.89
-17.445,19
-17.42,18.914
-17.433,19.003
-17.395,18.933
-17.438,19.003
-17.361,19.082
-17.387,19.053
-17.377,19.062
-17.36,19.073
-17.284,19.028
-17.247,19.06
-17.301,19.141
-17.268,19.176
-17.226,19.079
-17.193,19.108
-17.224,19.213
-17.22,19.22
-17.128,19.166
-17.162,19.277
-17.137,19.295
-17.09,19.203
-17.059,19.232
-17.041,19.251
-17.131,19.304
-17.045,19.247
-17.018,19.268
-17.06,19.366
-16.953,19.334
-17.006,19.405
-16.947,19.339
-16.912,19.373
-16.906,19.375
-16.973,19.435
-16.93,19.468
-16.915,19.478
-16.89,19.494
-16.793,19.482
-16.823,19.551
-16.763,19.509
-16.819,19.555
-16.768,19.506
-16.786,19.571
-16.729,19.616
-16.718,19.561
-16.73,19.618
-16.697,19.649
-16.709,19.642
-16.62,19.639
-16.602,19.656
-16.598,19.651
-16.512,19.715
-16.552,19.686
-16.568,19.764
-16.506,19.721
-16.549,19.787
-16.511,19.818
-16.436,19.769
-16.474,19.844
-16.468,19.854
-16.416,19.909
-16.35,19.832
-16.424,19.902
-16.336,19.843
-16.371,19.941
-16.393,19.921
-16.374,19.943
-16.283,19.883
-16.242,19.916
-16.215,19.937
-16.306,20.006
-16.23,19.926
-16.14,19.996
-16.264,20.045
-16.192,20.107
-16.186,20.107
-16.122,20.013
-16.09,20.038
-16.128,20.152
-16.154,20.13
-16.06,20.062
-16.055,20.209
-15.955,20.15
-16.056,20.208
-16.006,20.248
-16.035,20.228
-15.958,20.147
-15.915,20.183
-15.97,20.276
-15.846,20.238
-15.944,20.3
-15.859,20.23
-15.868,20.357
